Birth Rate,Business Tax Rate,CO2 Emissions,Country,Date,Days to Start Business,Ease of Business,Energy Usage,GDP,Health Exp % GDP,Health Exp/Capita,Hours to do Tax,Infant Mortality Rate,Internet Usage,Lending Interest,Life Expectancy Female,Life Expectancy Male,Mobile Phone Usage,Population 0-14,Population 15-64,Population 65+,Population Total,Population Urban,Region,Tourism Inbound,Tourism Outbound
0.02057,,37561.081,Morocco,2003-12-01,36.0,,11017.757,49822651701.729,0.0525177741563789,88.4367852806193,,0.037899999999999996,0.033533666812236296,0.125625,70.453,67.025,0.248754036282972,0.320436859130859,0.630624961853027,0.048938250541687,29586937,0.54317,Africa,3802000000.0,845000000.0
0.044539999999999996,,1917.841,Mozambique,2003-12-01,153.0,,8062.522,4666197195.33585,0.0639231009870719,15.0088507260688,,0.0989,0.00419538843913707,0.2469,49.062,46.319,0.0219265794682959,0.443666114807129,0.524576797485352,0.031756975650787396,19873460,0.29637,Africa,106000000.0,141000000.0
0.030116,,1873.837,Namibia,2003-12-01,85.0,,1076.089,4931280095.6051,0.0652402811285653,162.383462783267,,0.049,0.0335983988553801,0.147008333333333,56.485,52.178,0.112894620885841,0.401477470397949,0.5654371643066409,0.033083372116088895,1981237,0.34709,Africa,383000000.0,101000000.0
0.05192,,880.08,Niger,2003-12-01,35.0,,,2731416281.32709,0.0677768057179253,14.6012177849902,,0.0902,0.0015569870366898301,,52.738,52.837,0.0067214567603827,0.48561290740966795,0.489176216125488,0.0252109503746033,12254040,0.16471,Africa,28000000.0,39000000.0
0.042662,,93138.133,Nigeria,2003-12-01,36.0,,99007.379,67655840108.1547,0.07545155497155451,38.5117536403446,,0.1033,0.0055857624486052105,0.207141666666667,48.069,47.227,0.0237606150958144,0.434643478393555,0.537812614440918,0.0275438857078552,132550146,0.37356,Africa,58000000.0,2076000000.0
0.039048,,682.062,Rwanda,2003-12-01,18.0,,,1845979351.35205,0.0633895991278953,12.8284747217783,,0.0831,0.00356918467272361,0.1705,52.867,50.905,0.0143236475948775,0.451669921875,0.520971298217773,0.027359130382537802,9126167,0.17598,Africa,30000000.0,26000000.0
0.037343,,66.006,Sao Tome and Principe,2003-12-01,,,,101315399.614782,0.118050717227012,78.3377269733492,,0.0518,0.101618443069961,0.2959,65.829,62.19,0.0326811569631413,0.425573921203613,0.534264678955078,0.0401749706268311,147455,0.5625,Africa,7400000.0,1800000.0
0.039488999999999996,,5012.789,Senegal,2003-12-01,59.0,,2556.382,6858952716.5383,0.0539995003889258,34.6957073282944,,0.062,0.0210143642986685,,60.893,57.708,0.0733049547314924,0.44456489562988305,0.523612365722656,0.031822447776794396,10673535,0.40781999999999996,Africa,269000000.0,129000000.0
0.0181,,557.384,Seychelles,2003-12-01,,,,703096502.624651,0.048291575840251795,403.15409710945,,0.0123,0.14592504316949198,0.10615875000000001,76.1,66.2,0.584542496853404,0.258448314666748,0.6639317321777339,0.0776318597793579,82800,0.50641,Africa,258000000.0,54000000.0
0.042787,,652.726,Sierra Leone,2003-12-01,26.0,,,1371442565.69701,0.1552512553403,45.1781863944193,,0.13290000000000002,0.0019017328166818302,0.2,41.008,39.989,0.0240228502897345,0.427662086486816,0.548107986450195,0.024230585098266602,4712763,0.36351999999999995,Africa,60000000.0,38000000.0
